,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kelly Macdonald,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Gerardo Taracena,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Raoul Max Trujillo,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Dalia Hernández,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Rudy Youngblood,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Bob Balaban,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Ted Levine,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Kathleen Quinlan,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Emilie de Ravin,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Ashanti,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Sophia Bush,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Diora Baird,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Taylor Handley,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Edison Chen,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Xzibit,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Leon Rippy,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Lou Romano,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Charlie Tahan,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Salli Richardson-Whitfield,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Dan Castellaneta,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Julie Kavner,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Nancy Cartwright,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Yeardley Smith,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Ross Bagdasarian Jr.,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Janice Karman,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Maggie Q,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Jerry Seinfeld,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Nikki Blonsky,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Michael Mantell,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Matt Long,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Johnny Simmons,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Daniel Hansen,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Wesley Singerman,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Jordan Fry,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Madison Pettis,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Crispin Glover,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
David Morse,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Sarah Roemer,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Louis Ferreira,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Ne-Yo,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Darrin Dewitt Henson,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Dakota Blue Richards,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Ben Walker,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Scout Taylor-Compton,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Malcolm McDowell,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Brad Dourif,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Malik Yoba,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Mako,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Nick Bacon,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Julian McMahon,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Shyann McClure,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Alison Pill,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Michael O'Keefe,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Charlie Cox,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Naveen Andrews,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Nicky Katt,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Jerry Stiller,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Imelda Staunton,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Joseph Ruskin,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Connor Price,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Anthony Edwards,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Rowan Atkinson,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Steve Pemberton,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Lily Atkinson,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Tracee Ellis Ross,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Louis Gossett Jr.,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Karen Allen,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Ben Burtt,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4
Elissa Knight,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4
Sarah Clarke,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Carol Burnett,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Jeff Kahn,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Susie Essman,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Mark Walton,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Anita Briem,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Seth Meyers,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Emmanuelle Chriqui,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Nick Swardson,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Steven Strait,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Marco Khan,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Manolo Cardona,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
Ashley Tisdale,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Lucas Grabeel,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Aaron Yoo,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Rachel Bilson,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Mike Vogel,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Brian Kerwin,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
John Alexander,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Eric Dane,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Kathleen Turner,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Bruce McGill,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Alexis Dziena,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
The Jonas Brothers,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
Kenny Ortega,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
Ashlyn Sanchez,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Robert Hoffman,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Julia Ormond,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Gemma Ward,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Alex Fisher,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Juana Collignon,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Kat Dennings,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Michael Carman,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Kadeem Hardison,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Shea Adams,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Eddie Baroo,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Christina Ricci,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Nicholas Elia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Jessica Stroup,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Dana Davis,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Julie Benz,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Matthew Marsden,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Graham McTavish,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
James Earl Jones,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Margaret Avery,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Christopher Meloni,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Carice van Houten,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Ron Glass,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Golshifteh Farahani,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Sean Maguire,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
Michael Gambon,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Jordan Nagai,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
John Ratzenberger,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
Christina Jastrzembska,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Leonard Nimoy,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Eunice Cho,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Quinton Aaron,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Keir O'Donnell,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Steve Valentine,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Ayelet Zurer,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Anton Yelchin,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Bruce Campbell,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Eli Roth,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
David James,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Jason Cope,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Nathalie Boltt,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Christian Stolte,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Chris Messina,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Morgan Lily,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Bree Turner,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Eric Winter,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Chandler Canterbury,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Lara Robinson,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Emily Osment,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Jason Earles,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Max Records,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Pepita Emmerichs,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Bruno Campos,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Teri Hatcher,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
John Hodgman,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Jennifer Saunders,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Jake T. Austin,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Colm Meaney,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Michael Jackson,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Alex Al,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Alexandra Apjarova,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Nick Bass,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Sarah Burns,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Nick Zano,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Krista Allen,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Andrew Fiscella,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Bobby Campo,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Victor Gojcaj,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Jared Padalecki,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Amanda Righetti,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Derek Mears,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Michelle Nolden,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Gustaf Hammarsten,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Clifford Bañagale,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Chibundu Orukwowu,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Bryan Greenberg,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Brian White,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Jensen Ackles,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Jaime King,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Betsy Rue,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Walter Raney,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Steven Mackintosh,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Oliver Platt,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Odette Annable,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Cam Gigandet,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Gabourey Sidibe,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Mariah Carey,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Ruth Livier,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Lorna Raver,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Ned Beatty,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
Wenwen Han,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Donna Murphy,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Noah Ringer,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
Jackson Rathbone,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
Derek Jeter,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Daniel Olbrychski,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Bruce Boxleitner,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Ryan Dunn,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Dolph Lundgren,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Steve Coogan,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Micah Sloat,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Molly Ephraim,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
David Bierend,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Ethan Suplee,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Stephanie Szostak,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Gio Perez,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Joel Marsh Garland,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Kyle Gallner,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Bobby Coleman,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Simon Merrells,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Wentworth Miller,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Kim Coates,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Jill Scott,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Stephen Merchant,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Margo Martindale,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Penn Badgley,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Tom Cavanagh,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Emily Barclay,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Vanessa Redgrave,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Marcia DeBonis,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Alexis Clagett,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Timothy Dalton,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Garrett M. Brown,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Tom Selleck,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Juan Carlos Hernández,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Cory Fernandez,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Bojana Novakovic,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Sharni Vinson,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Rick Malambri,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Alyson Stoner,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Patrick Fabian,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Ashley Bell,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Iris Bahr,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Louis Herthum,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Rosie Huntington-Whiteley,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Freida Pinto,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Karen Disher,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Jonathan Winters,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
AJ Michalka,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Joel Courtney,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Steve Wiebe,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Chloe Csengery,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Jessica Tyler Brown,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Christopher Nicholas Smith,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Lauren Bittner,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Lucy Punch,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Abigail Spencer,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Ashley Jensen,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Jay Chou,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Dakota Goyo,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Ramon Rodriguez,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Stephen Dorff,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Justin Bieber,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
Boyz II Men,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
Sean Kingston,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
Harry Connick Jr.,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Elodie Tougne,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Ophelia Lovibond,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Lisa Thoreson,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Florence Kastriner,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Pink,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Paul Schneider,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Kurt Fuller,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Dianna Agron,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Loretta Devine,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Jenna Fischer,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Carrie Underwood,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Nicholas D'Agosto,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Emma Bell,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Arlen Escarpeta,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Miles Fisher,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Vicky Krieps,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Colin Egglesfield,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Joel McHale,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Aziz Ansari,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Nadine Velazquez,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Adil Hussain,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Tabu,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Randy Couture,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Jean-Claude Van Damme,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Lynn Collins,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Alex Veadov,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Nestor Serrano,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Rorke Denver,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Robert Wahlberg,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Tom Arnold,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Lily Collins,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Nathan Lane,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Alex Russell,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Michael Kelly,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Jean Smart,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
India Eisley,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Riley Thomas Stewart,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Chris Klein,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Tucker Albrizzi,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Thomas Mann,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Oliver Cooper,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Jonathan Daniel Brown,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Dax Flame,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Emma Shorey,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Stephen Dunham,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Matt Shively,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Brendon Eggertsen,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Fernanda Andrade,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Simon Quarterman,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Evan Helmuth,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Ionut Grama,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
CJ Adams,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Violante Placido,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
Dallas Roberts,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Gerald McRaney,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
David Oyelowo,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Andre Royo,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Natasha Calis,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Madison Davenport,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Juliet Rylance,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Fred Thompson,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Werner Herzog,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
