timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2013-08-10T23:59:33,WTF. do not say based on true story,0,0,Salman Yanbuawi,felsazClWcI,-0.07500000000000001,2013-08-10 23:59:33,True,True
2013-08-11T00:36:10,Kiss the sky,0,0,rafael benedith,felsazClWcI,0.0,2013-08-11 00:36:10,True,True
2013-08-11T02:21:34,Wow. What a comment.,0,0,Joshua Hixon,felsazClWcI,0.1,2013-08-11 02:21:34,True,True
2013-08-11T02:21:53,Wow. What a comment.,0,0,Joshua Hixon,felsazClWcI,0.1,2013-08-11 02:21:53,True,True
2013-08-11T02:22:26,I'm indifferent to this movie.,0,0,Joshua Hixon,felsazClWcI,0.0,2013-08-11 02:22:26,True,True
2013-08-11T02:48:26,This movie will be so awesome! It's like Argo meets Inglourious Basterds. I love it!!,0,0,Darth Spartan,felsazClWcI,0.890625,2013-08-11 02:48:26,True,True
2013-08-11T08:33:34,It's called kiss the sky,0,0,Ihaka Pink,felsazClWcI,0.0,2013-08-11 08:33:34,True,True
2013-08-11T11:14:54,WOW cannot wait to see this movie!,0,0,Solo,felsazClWcI,0.125,2013-08-11 11:14:54,True,True
2013-08-11T13:08:37,meets Ocean's Eleven meets Saving Private Ryan...,0,0,zizouism,felsazClWcI,0.0,2013-08-11 13:08:37,True,True
2013-08-11T21:46:50,OMFG!,0,0,Nayden,felsazClWcI,0.0,2013-08-11 21:46:50,True,True
2013-08-11T22:51:10,MATT DAMON ,1,0,Fatma Alsarraf,felsazClWcI,0.0,2013-08-11 22:51:10,True,True
2013-08-12T05:58:47,sooo... ocean's eleven nazi version,0,0,Rizki Januar,felsazClWcI,0.0,2013-08-12 05:58:47,True,True
2013-08-12T06:50:29,Where's brad Pitt,0,0,makinyourgirlsweat,felsazClWcI,0.0,2013-08-12 06:50:29,True,True
2013-08-12T08:49:52,"I know right, where in the heck is brad. ?",0,0,Tywin Lannister,felsazClWcI,0.2857142857142857,2013-08-12 08:49:52,True,True
2013-08-12T12:52:44,ocean's ten???,0,0,Nate Abad,felsazClWcI,0.0,2013-08-12 12:52:44,True,True
2013-08-12T15:33:46,"Any serious side of WW2 , or only Americans funny storys?",0,0,agentkrasnobay,felsazClWcI,-0.027777777777777773,2013-08-12 15:33:46,True,True
2013-08-12T19:54:11,Why don't they market Jean Dujardin in this? He's an Academy Award winning actor for Christ's sake!,0,0,bob jones,felsazClWcI,0.625,2013-08-12 19:54:11,True,True
2013-08-12T19:57:50,"If I hear one more ""Ocean's Eight"" joke I am going to bunch a hole in my wall. It is not original, or funny. ",0,0,bob jones,felsazClWcI,0.1875,2013-08-12 19:57:50,True,True
2013-08-12T21:18:15,You had me at Bill Murray!!!,0,0,J Reezy,felsazClWcI,0.0,2013-08-12 21:18:15,True,True
2013-08-13T02:35:10,So?,0,0,Leonardo Campos,felsazClWcI,0.0,2013-08-13 02:35:10,True,True
2013-08-13T02:36:04,"yeah, do they have any reason to do that? I don't think so -.-",0,0,Leonardo Campos,felsazClWcI,0.0,2013-08-13 02:36:04,True,True
2013-08-13T02:39:19,Does this actually include that the NAZIs destroyed the history of Poles?,0,0,紡蓮魅歌,felsazClWcI,0.0,2013-08-13 02:39:19,True,True
2013-08-13T05:00:14,Jean Dujardin!!!! <3<3<3,0,0,Lilit Yezdoghlyan,felsazClWcI,0.0,2013-08-13 05:00:14,True,True
2013-08-13T07:03:48,Captain america the winter soldier trailer plsss,0,0,Luis cruz Cruz,felsazClWcI,0.0,2013-08-13 07:03:48,True,True
2013-08-13T14:35:13,looks really good,1,0,12345drizzy,felsazClWcI,0.7,2013-08-13 14:35:13,True,True
2013-08-13T17:27:59,what song is that playing at the beginning?,0,0,mskittykat1101,felsazClWcI,0.0,2013-08-13 17:27:59,True,True
2013-08-13T17:31:43,There is a BULGARIAN ACTOR - Baharoff - :) The movie is really good,0,0,Teodor Tsvetkov,felsazClWcI,0.6,2013-08-13 17:31:43,True,True
2013-08-13T18:28:45,"and so do i. over this i don´t like movies which are trying to make my grandpa the bad guy. yes he served in the wehrmacht. but he didn´t do it for killing jews or fight the reds, not against human itself and NOT to destroy art and kulture - come on, how silly is this? he fought for his land, his wife, his children, for his brother, for himself, ... for the gouvernment who ordered the war - it was not the decision of the people. he was not a nazi. he is a plain man.",0,0,Rorschach,felsazClWcI,-0.32285714285714284,2013-08-13 18:28:45,True,True
2013-08-13T18:56:32,Hollywood has officially run out of shit to make movies about..,0,0,Mark C,felsazClWcI,-0.2,2013-08-13 18:56:32,True,True
2013-08-14T08:10:08,Dose anybody now the name of the song that plays in this trailer?? ,0,0,Alie N,felsazClWcI,0.0,2013-08-14 08:10:08,True,True
2013-08-14T12:21:37,Why do they put moderns songs in historic movies?,0,0,Ozrenius,felsazClWcI,0.0,2013-08-14 12:21:37,True,True
2013-08-14T19:43:39,to link the present with the past. Plus 90% audience is dumb as &*%^ so you need to give them something to hum to so the 10% can enjoy the historical inaccuracies. ,0,0,Cuddles The Mighty,felsazClWcI,-0.045,2013-08-14 19:43:39,True,True
2013-08-14T19:45:09,"that was 10years ago, now they just add shit to shit and hope no one knows. But we know don't we.    0.0 ",0,0,Cuddles The Mighty,felsazClWcI,-0.2,2013-08-14 19:45:09,True,True
2013-08-17T16:11:03,Kiss the sky by Shawn lee,0,0,Antonio Díaz,felsazClWcI,0.0,2013-08-17 16:11:03,True,True
2013-08-18T06:55:38,Ocean's 8,0,0,KaranLive,felsazClWcI,0.0,2013-08-18 06:55:38,True,True
2013-08-19T02:28:52,where is brad pitt,0,0,amy dai,felsazClWcI,0.0,2013-08-19 02:28:52,True,True
2013-08-21T14:16:18,Inglorious Eleven,0,0,Joe Grovesie,felsazClWcI,0.0,2013-08-21 14:16:18,True,True
2013-08-22T20:53:48,Shazam it before you ask the name of the song. ,0,0,F Yusuf - regained,felsazClWcI,0.0,2013-08-22 20:53:48,True,True
2013-08-24T17:21:29,"some people can't shazam, don't just pressume everyone has a phone that has apps and shit, besides shazam is shit for remix's, so don't start ",0,0,TheMotherFudger,felsazClWcI,-0.2,2013-08-24 17:21:29,True,True
